GP-U-PM,the neighbour who was crocheted a blanket envied the mailman.,Who was envied?,"the mailman
mailman","

The mailman was envied."
GP-U-PE,the neighbour who was crocheted a blanket envied the mailman.,Who was crocheted a blanket?,"the neighbour who was crocheted a blanket
the neighbour
neighbour who was crocheted a blanket
neighbour","

Nobody was crocheted a blanket. The neighbour was simply envious of the mailman."
GP-U-A1,the neighbour who was crocheted a blanket envied the mailman.,What did the neighbor do?,"envied the mailman
envied","

The neighbor could have done a few different things out of envy. They might have asked the mailman about where they found the blanket and tried to buy one for themselves, or maybe even tried to get the mailman to give it to them"
GP-A-PM,the old man awarded the prize embraced a friend.,Who was embraced?,"a friend
friend","

The specific person embraced is not known, since it was not stated in the sentence."
GP-A-PE,the old man awarded the prize embraced a friend.,Who was awarded the prize?,"the old man awarded the prize
the old man
old man awarded the prize
old man","

It is not specified who was awarded the prize."
GP-A-A1,the old man awarded the prize embraced a friend.,What did the old man do?,"embraced a friend
embraced","

The old man gave the friend a hug."
GP-A-AM,the old man awarded the prize embraced a friend.,Who embraced a friend?,"the old man awarded the prize
the old man
old man awarded the prize
old man","

The old man."
GP-U-AM,the old man who was awarded the prize embraced a friend.,Who embraced a friend?,"the old man who was awarded the prize
the old man
old man who was awarded the prize
old man","

The old man was the one who embraced a friend."
GP-U-PM,the old man who was awarded the prize embraced a friend.,Who was embraced?,"a friend
friend","

It is not possible to answer this question without more context."
GP-U-PE,the old man who was awarded the prize embraced a friend.,Who was awarded the prize?,"the old man who was awarded the prize
the old man
old man who was awarded the prize
old man","

It is not clear who was awarded the prize."
GP-U-A1,the old man who was awarded the prize embraced a friend.,What did the old man do?,"embraced a friend
embraced","

The old man hugged his friend in celebration of being awarded the prize."
GP-A-PM,the pack leader knitted a scarf thanked the boy scout.,Who was thanked?,"the boy scout
boy scout","

The Boy Scout was thanked."
GP-A-PE,the pack leader knitted a scarf thanked the boy scout.,Who was knitted a scarf?,"the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader","

The pack leader knitted the scarf."
GP-A-A1,the pack leader knitted a scarf thanked the boy scout.,What did the pack leader do?,thanked the boy scout,"

The pack leader knitted a scarf as a gesture of thanks to the boy scout."
GP-A-AM,the pack leader knitted a scarf thanked the boy scout.,Who thanked the boy scout?,"the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader","

The pack leader thanked the boy scout."
GP-U-AM,the pack leader who was knitted a scarf thanked the boy scout.,Who thanked the boy scout?,"the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader","

The pack leader."
GP-U-PM,the pack leader who was knitted a scarf thanked the boy scout.,Who was thanked?,"the boy scout
boy scout","

The Boy Scout."
GP-U-PE,the pack leader who was knitted a scarf thanked the boy scout.,Who was knitted a scarf?,"the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader"," 

It is not clear who was knitted the scarf in this scenario."
GP-U-A1,the pack leader who was knitted a scarf thanked the boy scout.,What did the pack leader do?,thanked the boy scout,"

The pack leader likely expressed their gratitude for the boy scout's thoughtful gesture by thanking the boy scout for knitting them the scarf."
GP-A-PM,the player tossed the ball interfered with the other team.,Who was interfered with?,"the other team
other team","

The other team was interfered with."
GP-A-PE,the player tossed the ball interfered with the other team.,Who was tossed the ball?,"the player tossed the ball
the player
player tossed the ball
player","

It is not possible to answer this question without more context."
GP-A-A1,the player tossed the ball interfered with the other team.,What did the player do?,"interfered with the other team
interfered","

The player committed a foul; they interfered with the other team's ability to play the game and broke the rules."
GP-A-AM,the player tossed the ball interfered with the other team.,Who interfered?,"the player tossed the ball
the player
player tossed the ball
player","

The player interfered with the other team."
GP-U-AM,the player who was tossed the ball interfered with the other team.,Who interfered?,"the player who was tossed the ball
the player
player who was tossed the ball
player","

The player who was tossed the ball interfered with the other team."
GP-U-PM,the player who was tossed the ball interfered with the other team.,Who was interfered with?,"the other team
other team","

The other team was interfered with."
GP-U-PE,the player who was tossed the ball interfered with the other team.,Who was tossed the ball?,"the player who was tossed the ball
the player
player who was tossed the ball
player","

That depends on the context. If the ball was tossed to the player as part of a game, then the answer would depend on which player was designated to receive it. If the ball was tossed as part of a violation of the rules,"
GP-U-A1,the player who was tossed the ball interfered with the other team.,What did the player do?,"interfered with the other team
interfered","

If the player interfered with the other team, they took some action to prevent the other team from being able to play the ball. Examples of interference could include: blocking an opponent's path to the ball, pushing or shoving an opponent,"
GP-A-PM,the priest mailed a request telephoned the cardinal.,Who was telephoned?,"the cardinal
cardinal","

The cardinal was telephoned."
GP-A-PE,the priest mailed a request telephoned the cardinal.,Who was mailed a request?,"the priest mailed a request
the priest
priest mailed a request
priest","

The priest was mailed a request."
GP-A-A1,the priest mailed a request telephoned the cardinal.,What did the priest do?,"telephoned the cardinal
telephoned","

The priest sent a request by mail and then telephoned the cardinal."
GP-A-AM,the priest mailed a request telephoned the cardinal.,Who telephoned?,"the priest mailed a request
the priest
priest mailed a request
priest","

The priest telephoned the cardinal."
GP-U-AM,the priest who was mailed a request telephoned the cardinal.,Who telephoned?,"the priest who was mailed a request
the priest
priest who was mailed a request
priest","

The priest telephoned the cardinal."
GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,"the cardinal
cardinal","

The cardinal was telephoned."
GP-U-PE,the priest who was mailed a request telephoned the cardinal.,Who was mailed a request?,"the priest who was mailed a request
the priest
priest who was mailed a request
priest","

The priest was mailed a request."
GP-U-A1,the priest who was mailed a request telephoned the cardinal.,What did the priest do?,"telephoned the cardinal
telephoned","

The priest called the cardinal to make inquiries about the request he had received in the mail. He might have also been seeking further instructions or guidance from the cardinal on how to proceed with the request."
GP-A-PM,the principal taught the policy emailed the teacher.,Who was emailed?,"the teacher
teacher","

The teacher."
GP-A-PE,the principal taught the policy emailed the teacher.,Who was taught the policy?,"the principal taught the policy
the principal
principal taught the policy
principal","

The teacher was taught the policy."
GP-A-A1,the principal taught the policy emailed the teacher.,What did the principal do?,"emailed the teacher
emailed","

The principal likely emailed the teacher with details about a new policy that they wanted to be communicated to the school."
GP-A-AM,the principal taught the policy emailed the teacher.,Who emailed?,"the principal taught the policy
the principal
principal taught the policy
principal","

The principal emailed the teacher."
GP-U-AM,the principal who was taught the policy emailed the teacher.,Who emailed?,"the principal who was taught the policy
the principal
principal who was taught the policy
principal","

The principal emailed the teacher."
GP-U-PM,the principal who was taught the policy emailed the teacher.,Who was emailed?,"the teacher
teacher","

The teacher who was taught the policy was emailed."
GP-U-PE,the principal who was taught the policy emailed the teacher.,Who was taught the policy?,"the principal who was taught the policy
the principal
principal who was taught the policy
principal","

The teacher."
GP-U-A1,the principal who was taught the policy emailed the teacher.,What did the principal do?,"emailed the teacher
emailed","

The principal likely sent the teacher an email to confirm that they had learned and understood the policy. The email may have asked the teacher to acknowledge that they had reviewed the policy and agreed to abide by its rules."
GP-A-PM,the prisoner procured a weekend pass whispered to the guard.,Who was whispered to?,"the guard
guard","

The guard."
GP-A-PE,the prisoner procured a weekend pass whispered to the guard.,Who was procured a weekend pass?,"the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner","

It is unclear who was procured a weekend pass without additional context."
GP-A-A1,the prisoner procured a weekend pass whispered to the guard.,What did the prisoner do?,"whispered to the guard
whispered","

The prisoner asked the guard for a weekend pass, typically allowing an inmate to temporarily leave a correctional facility for a limited time and usually under close supervision."
GP-A-AM,the prisoner procured a weekend pass whispered to the guard.,Who whispered?,"the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner","

The prisoner whispered to the guard."
GP-U-AM,the prisoner who was procured a weekend pass whispered to the guard.,Who whispered?,"the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner","

The prisoner whispered to the guard."
GP-U-PM,the prisoner who was procured a weekend pass whispered to the guard.,Who was whispered to?,"the guard
guard","

The guard who procured the prisoner a weekend pass."
GP-U-PE,the prisoner who was procured a weekend pass whispered to the guard.,Who was procured a weekend pass?,"the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner","

The prisoner who was procured a weekend pass is not specified."
GP-U-A1,the prisoner who was procured a weekend pass whispered to the guard.,What did the prisoner do?,"whispered to the guard
whispered","

It's not possible to answer this question without more information. It is possible that the prisoner simply thanked the guard or asked them a question, or they might have asked the guard for a favour or to carry something for them outside the prison."
GP-A-PM,the reporter told the rumour yelled at the witness.,Who was yelled at?,"the witness
witness","

The witness was yelled at."
GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,"the reporter told the rumour
the reporter
reporter told the rumour
reporter","

The witness was told the rumour."
GP-A-A1,the reporter told the rumour yelled at the witness.,What did the reporter do?,"yelled at the witness
yelled","

The reporter did not do anything appropriate as it is unethical and unprofessional to yell at a witness."
GP-A-AM,the reporter told the rumour yelled at the witness.,Who yelled?,"the reporter told the rumour
the reporter
reporter told the rumour
reporter","

The reporter yelled at the witness."
GP-U-AM,the reporter who was told the rumour yelled at the witness.,Who yelled?,"the reporter who was told the rumour
the reporter
reporter who was told the rumour
reporter","

The reporter yelled at the witness."
GP-U-PM,the reporter who was told the rumour yelled at the witness.,Who was yelled at?,"the witness
witness","

The witness was yelled at."
GP-U-PE,the reporter who was told the rumour yelled at the witness.,Who was told the rumour?,"the reporter who was told the rumour
the reporter
reporter who was told the rumour
reporter","

No one is specified as being told the rumour in the statement."
GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,"yelled at the witness
yelled","

The reporter likely asked the witness more questions and demanded more details about the rumor they had heard. They may have also expressed frustration and anger at the lack of clarity surrounding the rumor."
GP-A-PM,the scientist shipped critical supplies admired the tribesmen.,Who was admired?,"the tribesmen
tribesmen","

The tribesmen were admired."
GP-A-PE,the scientist shipped critical supplies admired the tribesmen.,Who was shipped critical supplies?,"the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist","

The scientist shipped critical supplies to the tribesmen."
GP-A-A1,the scientist shipped critical supplies admired the tribesmen.,What did the scientist do?,"admired the tribesmen
admired","

The scientist sent critical supplies to the tribesmen, showing his admiration and appreciation for them."
GP-A-AM,the scientist shipped critical supplies admired the tribesmen.,Who admired the tribesman?,"the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist","

The scientist admired the tribesmen."
GP-U-AM,the scientist who was shipped critical supplies admired the tribesmen.,Who admired the tribesman?,"the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist","

The scientist."
GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,"the tribesmen
tribesmen","

The tribesmen were admired."
GP-U-PE,the scientist who was shipped critical supplies admired the tribesmen.,Who was shipped critical supplies?,"the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist","

The scientist who was shipped critical supplies is unknown."
GP-U-A1,the scientist who was shipped critical supplies admired the tribesmen.,What did the scientist do?,"admired the tribesmen
admired","

The scientist likely thanked the tribesmen for providing the critical supplies and expressed appreciation for their efforts. Depending on the context, the scientist may have also provided something in return, such as acknowledgment or a gesture of recognition."
GP-A-PM,the secretary poured a beer chatted up the lawyer.,Who was chatted up?,"the lawyer
lawyer","

The lawyer was chatted up."
GP-A-PE,the secretary poured a beer chatted up the lawyer.,Who was poured a beer?,"the secretary poured a beer
the secretary
secretary poured a beer
secretary","

The Secretary was poured a beer."
GP-A-A1,the secretary poured a beer chatted up the lawyer.,What did the secretary do?,"chatted up the lawyer
chatted
chatted up","

The secretary did not actually pour a beer. They simply had a friendly conversation with the lawyer."
GP-A-AM,the secretary poured a beer chatted up the lawyer.,Who chatted up the lawyer?,"the secretary poured a beer
the secretary
secretary poured a beer
secretary","

The secretary chatted up the lawyer."
GP-U-AM,the secretary who was poured a beer chatted up the lawyer.,Who chatted up the lawyer?,"the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary","

The secretary chatted up the lawyer."
GP-U-PM,the secretary who was poured a beer chatted up the lawyer.,Who was chatted up?,"the lawyer
lawyer","

The lawyer."
GP-U-PE,the secretary who was poured a beer chatted up the lawyer.,Who was poured a beer?,"the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary","

The secretary."
GP-U-A1,the secretary who was poured a beer chatted up the lawyer.,What did the secretary do?,"chatted up the lawyer
chatted
chatted up","

The secretary started a conversation with the lawyer, likely talking about the beer that was poured for her."
GP-A-PM,the settlers built a log cabin thanked the neighbours.,Who was thanked?,"the neighbours
neighbours","

The neighbors were thanked."
GP-A-PE,the settlers built a log cabin thanked the neighbours.,Who was built a log cabin?,"the settlers built a log cabin
the settlers
settlers built a log cabin
settlers","

The settlers built a log cabin."
GP-A-A1,the settlers built a log cabin thanked the neighbours.,What did the settlers do?,thanked the neighbours,"

The settlers built a log cabin and thanked their neighbours for their kindness and support."
GP-A-AM,the settlers built a log cabin thanked the neighbours.,Who thanked the neighbours?,"the settlers built a log cabin
the settlers
settlers built a log cabin
settlers","

The settlers thanked the neighbours."
GP-U-AM,the settlers who were built a log cabin thanked the neighbours.,Who thanked the neighbours?,"the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers","

The settlers who built the log cabin thanked the neighbours."
GP-U-PM,the settlers who were built a log cabin thanked the neighbours.,Who was thanked?,"the neighbours
neighbours","

The neighbors were thanked."
GP-U-PE,the settlers who were built a log cabin thanked the neighbours.,Who was built a log cabin?,"the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers","

It is unclear who was built a log cabin."
GP-U-A1,the settlers who were built a log cabin thanked the neighbours.,What did the settlers do?,thanked the neighbours,"

The settlers probably invited the neighbors to a celebration to thank them for their help in building the log cabin. They may have shared a meal or prepared a special cake or cookies to thank their neighbors for their assistance. The settlers may have also presented"
GP-A-PM,the spy served a dry martini watched the villain.,Who was watched?,"the villain
villain","

The villain was watched."
GP-A-PE,the spy served a dry martini watched the villain.,Who was served a dry martini?,"the spy served a dry martini
the spy
spy served a dry martini
spy","

The villain was served a dry martini."
GP-A-A1,the spy served a dry martini watched the villain.,What did the spy do?,"watched the villain
watched","

The spy observed the villain's actions carefully to gather information and root out any suspicious behavior."
GP-A-AM,the spy served a dry martini watched the villain.,Who watched the villain?,"the spy served a dry martini
the spy
spy served a dry martini
spy","

The spy watched the villain."
GP-U-AM,the spy who was served a dry martini watched the villain.,Who watched the villain?,"the spy who was served a dry martini
the spy
spy who was served a dry martini
spy","

The spy."
GP-U-PM,the spy who was served a dry martini watched the villain.,Who was watched?,"the villain
villain","

The villain was watched."
GP-U-PE,the spy who was served a dry martini watched the villain.,Who was served a dry martini?,"the spy who was served a dry martini
the spy
spy who was served a dry martini
spy","

The spy was served a dry martini."
GP-U-A1,the spy who was served a dry martini watched the villain.,What did the spy do?,"watched the villain
watched","

The spy followed the villain discreetly, surveilling him from a discreet distance to observe his movements and actions."
GP-A-PM,the student baked a cake called the roommate.,Who was called?,"the roommate
roommate","

The name of the cake is the Roommate Cake."
GP-A-PE,the student baked a cake called the roommate.,Who was baked a cake?,"the student baked a cake
the student
student baked a cake
student","

The student."
GP-A-A1,the student baked a cake called the roommate.,What did the student do?,"called the roommate
called","

The student likely baked a cake with the shape of a roommate (or a cake that resembles a roommate)."
GP-A-AM,the student baked a cake called the roommate.,Who called?,"the student baked a cake
the student
student baked a cake
student","

It is unclear who called the student."
GP-A-PM,the student called a bad name knew the bus driver.,Who was known?,"the bus driver
bus driver","

The bus driver was known."
GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,"the student called a bad name
the student
student called a bad name
student","

It is not possible to answer this question since there is not enough information provided."
GP-A-A1,the student called a bad name knew the bus driver.,What did the student do?,knew the bus driver,"

It depends on the context of the situation. If the student was disrespectful to the bus driver and called them a bad name, the student should apologize for their behavior and explain why their language was inappropriate. If the student had a good relationship with"
GP-A-AM,the student called a bad name knew the bus driver.,Who knew the bus driver?,"the student called a bad name
the student
student called a bad name
student","

The student who called the bus driver a bad name knew the bus driver."
GP-A-PM,the student found a scholarship talked to a professor.,Who was talked to?,"a professor
professor","

The student talked to a professor."
GP-A-PE,the student found a scholarship talked to a professor.,Who was found a scholarship?,"the student found a scholarship
the student
student found a scholarship
student","

That depends on who the student is and what scholarship they found."
GP-A-A1,the student found a scholarship talked to a professor.,What did the student do?,"talked to a professor
talked","

The student likely inquired about the scholarship with the professor and asked for more details about it. The student may have asked if they were eligible for the scholarship, any requirements to apply, or for advice about applying for the scholarship."
GP-A-AM,the student found a scholarship talked to a professor.,Who talked?,"the student found a scholarship
the student
student found a scholarship
student","

It is not possible to answer this question without more information."
GP-U-AM,the student who was baked a cake called the roommate.,Who called?,"the student who was baked a cake
the student
student who was baked a cake
student","

It is not possible to answer this question because not enough information is given."
GP-U-PM,the student who was baked a cake called the roommate.,Who was called?,"the roommate
roommate","

The roommate."
GP-U-PE,the student who was baked a cake called the roommate.,Who was baked a cake?,"the student who was baked a cake
the student
student who was baked a cake
student","

The roommate was baked a cake."
GP-U-A1,the student who was baked a cake called the roommate.,What did the student do?,"called the roommate
called","

The student likely shared the cake with their roommate and offered them a slice. The student may have also expressed their gratitude for having such a great roommate."
GP-U-AM,the student who was called a bad name knew the bus driver.,Who knew the bus driver?,"the student who was called a bad name
the student
student who was called a bad name
student","

Everyone who rode the bus."
GP-U-PM,the student who was called a bad name knew the bus driver.,Who was known?,"the bus driver
bus driver","

The student who was called the bad name is not known."
GP-U-PE,the student who was called a bad name knew the bus driver.,Who was called a bad name?,"the student who was called a bad name
the student
student who was called a bad name
student","

It is unclear who was called a bad name in this scenario."
GP-U-A1,the student who was called a bad name knew the bus driver.,What did the student do?,knew the bus driver,"

The student likely spoke to the bus driver and asked why they were being called a bad name. The student might have also asked the driver not to use that language in the future. Depending on the severity of the situation, the student could have"
GP-U-AM,the student who was found a scholarship talked to a professor.,Who talked?,"the student who was found a scholarship
the student
student who was found a scholarship
student","

The student talked to a professor."
GP-U-PM,the student who was found a scholarship talked to a professor.,Who was talked to?,"a professor
professor","

The professor that the student talked to is not specified in the question."
GP-U-PE,the student who was found a scholarship talked to a professor.,Who was found a scholarship?,"the student who was found a scholarship
the student
student who was found a scholarship
student","

It is not possible to answer this question without additional information."
GP-U-A1,the student who was found a scholarship talked to a professor.,What did the student do?,"talked to a professor
talked","

The student likely asked the professor for advice on how to pursue a scholarship, for tips on how to create a compelling application, or for help in connecting with potential scholarship providers. The professor may have also provided links to some scholarship programs or even"
GP-A-PM,the teenager burned a cd smiled at the cheerleader.,Who was smiled at?,"the cheerleader
cheerleader","

The cheerleader."
GP-A-PE,the teenager burned a cd smiled at the cheerleader.,Who was burned a cd?,"the teenager burned a cd
the teenager
teenager burned a cd
teenager","

The teenager burned a CD."
GP-A-A1,the teenager burned a cd smiled at the cheerleader.,What did the teenager do?,"smiled at the cheerleader
smiled","

The teenager burned a CD, indicating they had created a custom CD with their own music selections."
GP-A-AM,the teenager burned a cd smiled at the cheerleader.,Who smiled?,"the teenager burned a cd
the teenager
teenager burned a cd
teenager","

The cheerleader smiled."
GP-U-AM,the teenager who was burned a cd smiled at the cheerleader.,Who smiled?,"the teenager who was burned a cd
the teenager
teenager who was burned a cd
teenager","

The teenager who burned the CD smiled at the cheerleader."
GP-U-PM,the teenager who was burned a cd smiled at the cheerleader.,Who was smiled at?,"the cheerleader
cheerleader","

The cheerleader."
GP-U-PE,the teenager who was burned a cd smiled at the cheerleader.,Who was burned a cd?,"the teenager who was burned a cd
the teenager
teenager who was burned a cd
teenager","

The teenager who was burned a CD is not specified."
GP-U-A1,the teenager who was burned a cd smiled at the cheerleader.,What did the teenager do?,"smiled at the cheerleader
smiled","

The teenager likely said hello or smiled back to the cheerleader in response."
GP-A-PM,the traveller booked the flight spotted a cab driver.,Who was spotted?,"a cab driver
cab driver","

The cab driver."
GP-A-PE,the traveller booked the flight spotted a cab driver.,Who was booked the flight?,"the traveller booked the flight
the traveller
traveller booked the flight
traveller","

The traveller booked the flight."
GP-A-A1,the traveller booked the flight spotted a cab driver.,What did the traveller do?,"spotted a cab driver
spotted","

The traveller likely asked the cab driver to take them to the airport and pay them to transport them to the terminal for their flight."
GP-A-AM,the traveller booked the flight spotted a cab driver.,Who spotted a cab driver?,"the traveller booked the flight
the traveller
traveller booked the flight
traveller","

The traveller booked the flight."
GP-U-AM,the traveller who was booked the flight spotted a cab driver.,Who spotted a cab driver?,"the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller","

The traveller who was booked the flight."
GP-U-PM,the traveller who was booked the flight spotted a cab driver.,Who was spotted?,"a cab driver
cab driver","

The cab driver who was spotted by the traveler who was booked the flight."
GP-U-PE,the traveller who was booked the flight spotted a cab driver.,Who was booked the flight?,"the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller","

It is not clear who was booked the flight."
GP-U-A1,the traveller who was booked the flight spotted a cab driver.,What did the traveller do?,"spotted a cab driver
spotted","

The traveller likely asked the cab driver if they would be able to take them to the airport in time to catch their flight. They might also ask about cost and arrange payment for the ride."
GP-A-PM,the woman offered a free drink winked at the bartender.,Who was winked at?,"the bartender
bartender","

The bartender was winked at."
GP-A-PE,the woman offered a free drink winked at the bartender.,Who was offered a free drink?,"the woman offered a free drink
the woman
woman offered a free drink
woman"," 

The bartender was offered a free drink."
GP-A-A1,the woman offered a free drink winked at the bartender.,What did the woman do?,"winked at the bartender
winked","

The woman winked at the bartender to signal her intention to receive a free drink."
GP-A-AM,the woman offered a free drink winked at the bartender.,Who winked?,"the woman offered a free drink
the woman
woman offered a free drink
woman","

The woman winked at the bartender."
GP-A-PM,the woman painted the portrait waved at the mayor.,Who was waved to?,"the mayor
mayor","

The mayor was waved to."
GP-A-PE,the woman painted the portrait waved at the mayor.,Who was painted the portrait?,"the woman painted the portrait
the woman
woman painted the portrait
woman","

The woman painted the portrait."
GP-A-A1,the woman painted the portrait waved at the mayor.,What did the woman do?,"waved at the mayor
waved","

The woman waved at the mayor."
GP-A-AM,the woman painted the portrait waved at the mayor.,Who waved?,"the woman painted the portrait
the woman
woman painted the portrait
woman","

The woman waved at the mayor."
GP-U-AM,the woman who was offered a free drink winked at the bartender.,Who winked?,"the woman who was offered a free drink
the woman
woman who was offered a free drink
woman","

The woman who was offered a free drink winked at the bartender."
GP-U-PM,the woman who was offered a free drink winked at the bartender.,Who was winked at?,"the bartender
bartender","

The bartender."
GP-U-PE,the woman who was offered a free drink winked at the bartender.,Who was offered a free drink?,"the woman who was offered a free drink
the woman
woman who was offered a free drink
woman","

The woman was offered a free drink."
GP-U-A1,the woman who was offered a free drink winked at the bartender.,What did the woman do?,"winked at the bartender
winked","

The woman winked at the bartender, indicating her appreciation for the free drink they offered her."
GP-U-AM,the woman who was painted the portrait waved at the mayor.,Who waved?,"the woman who was painted the portrait
the woman
woman who was painted the portrait
woman","

The woman who was painted the portrait waved at the mayor."
GP-U-PM,the woman who was painted the portrait waved at the mayor.,Who was waved to?,"the mayor
mayor","

The mayor was waved to."
GP-U-PE,the woman who was painted the portrait waved at the mayor.,Who was painted the portrait?,"the woman who was painted the portrait
the woman
woman who was painted the portrait
woman","

It is unclear who was painted the portrait, as the sentence does not specify."
GP-U-A1,the woman who was painted the portrait waved at the mayor.,What did the woman do?,"waved at the mayor
waved","

The woman smiled and waved at the mayor."
GP-A-A2,the babysitter purchased a gift card thanked the parents.,What did the babysitter get?,"purchased a gift card
a gift card
purchased a gift card
gift card","

The babysitter could have gotten any type of gift card – the type of card depends on the preferences of the parents."
GP-A-A2,the boy sent an invitation hugged the tutor.,What did the boy get?,"an invitation
sent an invitation
an invitation","

The boy probably did not get anything for sending an invitation and hugging the tutor. Depending on the context, he may have received a response in return, such as a thank you or some other positive response."
GP-A-A2,the boyfriend left a voicemail distrusted the girlfriend.,What did the boyfriend get?,"left a voicemail
a voicemail
left a voicemail
voicemail","

The boyfriend likely received some form of emotional distress, depending on the nature of the voicemail."
GP-A-A2,the brit served the first ace defeated the italian.,What did the brit get?,"served the first ace
served the first ace
the first ace
first ace","

The Brit got a point in the tennis match."
GP-A-A2,the chef presented the new knife greeted the audience.,What did the chef get?,"the new knife
the new knife
new knife
new knife
presented the new knife","

The chef likely received applause and positive feedback from the audience."
GP-A-A2,the child bought an ice cream cone smiled at the cashier.,What did the child get?,"bought an ice cream cone
an ice cream cone","

The child got an ice cream cone."
GP-A-A2,the child read a story hugged the nanny.,What did the child get?,"read a story
read a story
a story
story","

The child likely got a hug in return from the nanny."
GP-A-A2,the child saved a front row seat surprised the clown.,What did the child get?,"saved a front row seat
a front row seat
saved a front row seat
front row seat","

The child got a surprise from the clown!"
GP-A-A2,the colonel granted leave phoned a travel agent.,What did the colonel get?,"granted leave
leave","

The colonel got the assistance of a travel agent to arrange any necessary travel arrangements for the leave that was granted."
GP-A-A2,the dispatcher handed a pink slip worried about the driver.,What did the dispatcher get?,"handed a pink slip
a pink slip
handed a pink slip
pink slip","

A pink slip is often given to a driver to signify that they have been issued a ticket or summons. The driver may be worried because they received a ticket that is associated with negative consequences such as points on their license, fines, or other"
GP-A-A2,the doctor delivered the donor organ assisted several surgeons.,What did the doctor get?,"delivered the donor organ
the donor organ
delivered the donor organ
donor organ","

The doctor likely received some form of recognition or appreciation for their efforts, such as a certificate or award."
GP-A-A2,the general awarded the medal annoyed the soldier.,What did the general get?,"awarded the medal
the medal
awarded the medal
medal","

The general did not get anything."
GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,"passed a note
a note
passed a note
note","

It depends on the response from the person receiving the note. The girl could get anything ranging from praise to punishment."
GP-A-A2,the girl played a song photographed the tourist.,What did the girl get?,"played a song
a song
played a song
song","

The girl got photographs of the tourist."
GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,"won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear","

The girl got a stuffed bear."
GP-A-A2,the golfer cooked a special meal toasted the host.,What did the golfer get?,"cooked a special meal
a special meal
cooked a special meal
special meal","

The golfer likely received a thank you from the host for the special meal."
GP-A-A2,the hobo cut a slice of cheese despised the beggar.,What did the hobo get?,"cut a slice of cheese
a slice of cheese
cut a slice of cheese
slice of cheese","

The hobo got a slice of cheese."
GP-A-A2,the inspector paid a fee argued with the fireman.,What did the inspector get?,"paid a fee
a fee
paid a fee
fee","

The inspector did not get anything since there was no transaction involved in the scenario."
GP-A-A2,the instructor submitted the plagiarized papers visited the dean.,What did the instructor get?,"submitted the plagiarized papers
the plagiarized papers
submitted the plagiarized papers
plagiarized papers","

The outcome for the instructor would depend on the severity of the plagiarism and the university's rules and regulations. Depending on the guidelines of the university, the instructor could face a range of consequences, from a verbal warning to lost of teaching position"
GP-A-A2,the manager prepared the report praised the employees.,What did the manager get?,"prepared the report
the report
prepared the report
report","

The manager likely received positive feedback and appreciation from the employees for their efforts in preparing the report."
GP-A-A2,the millionaire sculpted a statue bragged to the banker.,What did the millionaire get?,"sculpted a statue
a statue
sculpted a statue
statue","

The millionaire likely got nothing from the banker. Sculpting a statue and bragging to a banker would not typically result in any kind of tangible gain."
GP-A-A2,the neighbour crocheted a blanket envied the mailman.,What did the neighbour get?,"crocheted a blanket
a blanket
crocheted a blanket
blanket","

The neighbour got a crocheted blanket."
GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,"awarded the prize
the prize
awarded the prize
prize","

The old man likely received appreciation, recognition, and respect for awarding the prize."
GP-A-A2,the pack leader knitted a scarf thanked the boy scout.,What did the pack get?,"knitted a scarf
a scarf
knitted a scarf
scarf","

The pack leader got the boy scout's appreciation and gratitude for the scarf."
GP-A-A2,the player tossed the ball interfered with the other team.,What did the player get?,"tossed the ball
the ball
tossed the ball
ball","

The player likely received some form of penalty, such as a foul or a warning, depending on the severity of the interference."
GP-A-A2,the priest mailed a request telephoned the cardinal.,What did the priest get?,"mailed a request
a request
mailed a request
request","

The priest did not get anything in response to their request."
