GP-U-AM,the player who was tossed the ball interfered with the other team.,Who interfered?,"the player who was tossed the ball
the player
player who was tossed the ball
player", The player who was tossed the ball interfered with the other team.
GP-U-PM,the player who was tossed the ball interfered with the other team.,Who was interfered with?,"the other team
other team",The other team was interfered with.
GP-U-PE,the player who was tossed the ball interfered with the other team.,Who was tossed the ball?,"the player who was tossed the ball
the player
player who was tossed the ball
player", The player who was tossed the ball was interfered with by the other team.
GP-U-A1,the player who was tossed the ball interfered with the other team.,What did the player do?,"interfered with the other team
interfered",The player interfered with the other team.
GP-A-PM,the priest mailed a request telephoned the cardinal.,Who was telephoned?,"the cardinal
cardinal",the cardinal was telephoned.
GP-A-PE,the priest mailed a request telephoned the cardinal.,Who was mailed a request?,"the priest mailed a request
the priest
priest mailed a request
priest", The cardinal was mailed a request.
GP-A-A1,the priest mailed a request telephoned the cardinal.,What did the priest do?,"telephoned the cardinal
telephoned", The priest telephoned the cardinal.
GP-A-AM,the priest mailed a request telephoned the cardinal.,Who telephoned?,"the priest mailed a request
the priest
priest mailed a request
priest", The priest telephoned the cardinal.
GP-U-AM,the priest who was mailed a request telephoned the cardinal.,Who telephoned?,"the priest who was mailed a request
the priest
priest who was mailed a request
priest", The priest telephoned the cardinal.
GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,"the cardinal
cardinal", The cardinal was telephoned.
GP-U-PE,the priest who was mailed a request telephoned the cardinal.,Who was mailed a request?,"the priest who was mailed a request
the priest
priest who was mailed a request
priest", The priest was mailed a request.
GP-U-A1,the priest who was mailed a request telephoned the cardinal.,What did the priest do?,"telephoned the cardinal
telephoned", The priest telephoned the cardinal.
GP-A-PM,the principal taught the policy emailed the teacher.,Who was emailed?,"the teacher
teacher", The teacher.
GP-A-PE,the principal taught the policy emailed the teacher.,Who was taught the policy?,"the principal taught the policy
the principal
principal taught the policy
principal", The teacher was taught the policy.
GP-A-A1,the principal taught the policy emailed the teacher.,What did the principal do?,"emailed the teacher
emailed", The principal emailed the teacher.
GP-A-AM,the principal taught the policy emailed the teacher.,Who emailed?,"the principal taught the policy
the principal
principal taught the policy
principal", The principal emailed the teacher.
GP-U-AM,the principal who was taught the policy emailed the teacher.,Who emailed?,"the principal who was taught the policy
the principal
principal who was taught the policy
principal", The principal emailed the teacher.
GP-U-PM,the principal who was taught the policy emailed the teacher.,Who was emailed?,"the teacher
teacher", The teacher was emailed.
GP-U-PE,the principal who was taught the policy emailed the teacher.,Who was taught the policy?,"the principal who was taught the policy
the principal
principal who was taught the policy
principal", The principal was taught the policy.
GP-U-A1,the principal who was taught the policy emailed the teacher.,What did the principal do?,"emailed the teacher
emailed", The principal emailed the teacher.
GP-A-PM,the prisoner procured a weekend pass whispered to the guard.,Who was whispered to?,"the guard
guard", The guard was whispered to.
GP-A-PE,the prisoner procured a weekend pass whispered to the guard.,Who was procured a weekend pass?,"the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner", The prisoner procured a weekend pass.
GP-A-A1,the prisoner procured a weekend pass whispered to the guard.,What did the prisoner do?,"whispered to the guard
whispered", The prisoner whispered to the guard.
GP-A-AM,the prisoner procured a weekend pass whispered to the guard.,Who whispered?,"the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner", The prisoner whispered to the guard.
GP-U-AM,the prisoner who was procured a weekend pass whispered to the guard.,Who whispered?,"the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner", The prisoner whispered to the guard.
GP-U-PM,the prisoner who was procured a weekend pass whispered to the guard.,Who was whispered to?,"the guard
guard", The guard was whispered to.
GP-U-PE,the prisoner who was procured a weekend pass whispered to the guard.,Who was procured a weekend pass?,"the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner",The prisoner was procured a weekend pass.
GP-U-A1,the prisoner who was procured a weekend pass whispered to the guard.,What did the prisoner do?,"whispered to the guard
whispered", The prisoner whispered to the guard.
GP-A-PM,the reporter told the rumour yelled at the witness.,Who was yelled at?,"the witness
witness", The witness was yelled at.
GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,"the reporter told the rumour
the reporter
reporter told the rumour
reporter", The witness was told the rumour.
GP-A-A1,the reporter told the rumour yelled at the witness.,What did the reporter do?,"yelled at the witness
yelled", The reporter yelled at the witness.
GP-A-AM,the reporter told the rumour yelled at the witness.,Who yelled?,"the reporter told the rumour
the reporter
reporter told the rumour
reporter", The reporter yelled at the witness.
GP-U-AM,the reporter who was told the rumour yelled at the witness.,Who yelled?,"the reporter who was told the rumour
the reporter
reporter who was told the rumour
reporter", The reporter yelled at the witness.
GP-U-PM,the reporter who was told the rumour yelled at the witness.,Who was yelled at?,"the witness
witness",The witness was yelled at.
GP-U-PE,the reporter who was told the rumour yelled at the witness.,Who was told the rumour?,"the reporter who was told the rumour
the reporter
reporter who was told the rumour
reporter", The reporter was told the rumour.
GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,"yelled at the witness
yelled", The reporter yelled at the witness.
GP-A-PM,the scientist shipped critical supplies admired the tribesmen.,Who was admired?,"the tribesmen
tribesmen", The tribesmen were admired.
GP-A-PE,the scientist shipped critical supplies admired the tribesmen.,Who was shipped critical supplies?,"the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist", The scientist shipped critical supplies.
GP-A-A1,the scientist shipped critical supplies admired the tribesmen.,What did the scientist do?,"admired the tribesmen
admired", The scientist admired the tribesmen.
GP-A-AM,the scientist shipped critical supplies admired the tribesmen.,Who admired the tribesman?,"the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist", The scientist admired the tribesman.
GP-U-AM,the scientist who was shipped critical supplies admired the tribesmen.,Who admired the tribesman?,"the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist", The scientist admired the tribesmen.
GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,"the tribesmen
tribesmen", The tribesmen were admired.
GP-U-PE,the scientist who was shipped critical supplies admired the tribesmen.,Who was shipped critical supplies?,"the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist", The scientist was shipped critical supplies.
GP-U-A1,the scientist who was shipped critical supplies admired the tribesmen.,What did the scientist do?,"admired the tribesmen
admired", The scientist admired the tribesmen.
GP-A-PM,the secretary poured a beer chatted up the lawyer.,Who was chatted up?,"the lawyer
lawyer",The lawyer was chatted up.
GP-A-PE,the secretary poured a beer chatted up the lawyer.,Who was poured a beer?,"the secretary poured a beer
the secretary
secretary poured a beer
secretary", The lawyer was poured a beer.
GP-A-A1,the secretary poured a beer chatted up the lawyer.,What did the secretary do?,"chatted up the lawyer
chatted
chatted up", The secretary chatted up the lawyer.
GP-A-AM,the secretary poured a beer chatted up the lawyer.,Who chatted up the lawyer?,"the secretary poured a beer
the secretary
secretary poured a beer
secretary", The secretary chatted up the lawyer.
GP-U-AM,the secretary who was poured a beer chatted up the lawyer.,Who chatted up the lawyer?,"the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary", The secretary chatted up the lawyer.
GP-U-PM,the secretary who was poured a beer chatted up the lawyer.,Who was chatted up?,"the lawyer
lawyer", The lawyer was chatted up.
GP-U-PE,the secretary who was poured a beer chatted up the lawyer.,Who was poured a beer?,"the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary", The secretary was poured a beer.
GP-U-A1,the secretary who was poured a beer chatted up the lawyer.,What did the secretary do?,"chatted up the lawyer
chatted
chatted up", The secretary chatted up the lawyer.
GP-A-PM,the settlers built a log cabin thanked the neighbours.,Who was thanked?,"the neighbours
neighbours", The neighbours were thanked.
GP-A-PE,the settlers built a log cabin thanked the neighbours.,Who was built a log cabin?,"the settlers built a log cabin
the settlers
settlers built a log cabin
settlers", The settlers built a log cabin.
GP-A-A1,the settlers built a log cabin thanked the neighbours.,What did the settlers do?,thanked the neighbours,The settlers built a log cabin.
GP-A-AM,the settlers built a log cabin thanked the neighbours.,Who thanked the neighbours?,"the settlers built a log cabin
the settlers
settlers built a log cabin
settlers", The settlers thanked the neighbours.
GP-U-AM,the settlers who were built a log cabin thanked the neighbours.,Who thanked the neighbours?,"the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers", The settlers thanked the neighbours.
GP-U-PM,the settlers who were built a log cabin thanked the neighbours.,Who was thanked?,"the neighbours
neighbours", The neighbours were thanked.
GP-U-PE,the settlers who were built a log cabin thanked the neighbours.,Who was built a log cabin?,"the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers", The settlers were built a log cabin.
GP-U-A1,the settlers who were built a log cabin thanked the neighbours.,What did the settlers do?,thanked the neighbours, The settlers thanked the neighbors.
GP-A-PM,the spy served a dry martini watched the villain.,Who was watched?,"the villain
villain", The villain was watched.
GP-A-PE,the spy served a dry martini watched the villain.,Who was served a dry martini?,"the spy served a dry martini
the spy
spy served a dry martini
spy", The villain was served a dry martini.
GP-A-A1,the spy served a dry martini watched the villain.,What did the spy do?,"watched the villain
watched",The spy watched the villain.
GP-A-AM,the spy served a dry martini watched the villain.,Who watched the villain?,"the spy served a dry martini
the spy
spy served a dry martini
spy", The spy watched the villain.
GP-U-AM,the spy who was served a dry martini watched the villain.,Who watched the villain?,"the spy who was served a dry martini
the spy
spy who was served a dry martini
spy",The spy watched the villain.
GP-U-PM,the spy who was served a dry martini watched the villain.,Who was watched?,"the villain
villain", The villain was watched.
GP-U-PE,the spy who was served a dry martini watched the villain.,Who was served a dry martini?,"the spy who was served a dry martini
the spy
spy who was served a dry martini
spy", The spy was served a dry martini.
GP-U-A1,the spy who was served a dry martini watched the villain.,What did the spy do?,"watched the villain
watched", The spy watched the villain.
GP-A-PM,the student baked a cake called the roommate.,Who was called?,"the roommate
roommate", The roommate was called.
GP-A-PE,the student baked a cake called the roommate.,Who was baked a cake?,"the student baked a cake
the student
student baked a cake
student", The student baked a cake.
GP-A-A1,the student baked a cake called the roommate.,What did the student do?,"called the roommate
called",The student baked a cake for the roommate.
GP-A-AM,the student baked a cake called the roommate.,Who called?,"the student baked a cake
the student
student baked a cake
student",The student called the roommate.
GP-A-PM,the student called a bad name knew the bus driver.,Who was known?,"the bus driver
bus driver", The bus driver was known.
GP-A-PE,the student called a bad name knew the bus driver.,Who was called a bad name?,"the student called a bad name
the student
student called a bad name
student", The bus driver was called a bad name.
GP-A-A1,the student called a bad name knew the bus driver.,What did the student do?,knew the bus driver, The student called the bus driver a bad name.
GP-A-AM,the student called a bad name knew the bus driver.,Who knew the bus driver?,"the student called a bad name
the student
student called a bad name
student", The student knew the bus driver.
GP-A-PM,the student found a scholarship talked to a professor.,Who was talked to?,"a professor
professor", The student talked to a professor.
GP-A-PE,the student found a scholarship talked to a professor.,Who was found a scholarship?,"the student found a scholarship
the student
student found a scholarship
student", The student was found a scholarship.
GP-A-A1,the student found a scholarship talked to a professor.,What did the student do?,"talked to a professor
talked", The student talked to a professor.
GP-A-AM,the student found a scholarship talked to a professor.,Who talked?,"the student found a scholarship
the student
student found a scholarship
student", The student talked to the professor.
GP-U-AM,the student who was baked a cake called the roommate.,Who called?,"the student who was baked a cake
the student
student who was baked a cake
student", The student called the roommate.
GP-U-PM,the student who was baked a cake called the roommate.,Who was called?,"the roommate
roommate", The roommate was called.
GP-U-PE,the student who was baked a cake called the roommate.,Who was baked a cake?,"the student who was baked a cake
the student
student who was baked a cake
student", The student.
GP-U-A1,the student who was baked a cake called the roommate.,What did the student do?,"called the roommate
called", The student called the roommate.
GP-U-AM,the student who was called a bad name knew the bus driver.,Who knew the bus driver?,"the student who was called a bad name
the student
student who was called a bad name
student", The student who was called a bad name knew the bus driver.
GP-U-PM,the student who was called a bad name knew the bus driver.,Who was known?,"the bus driver
bus driver",The bus driver was known.
GP-U-PE,the student who was called a bad name knew the bus driver.,Who was called a bad name?,"the student who was called a bad name
the student
student who was called a bad name
student", The student was called a bad name.
GP-U-A1,the student who was called a bad name knew the bus driver.,What did the student do?,knew the bus driver, The student knew the bus driver.
GP-U-AM,the student who was found a scholarship talked to a professor.,Who talked?,"the student who was found a scholarship
the student
student who was found a scholarship
student", The student talked to a professor.
GP-U-PM,the student who was found a scholarship talked to a professor.,Who was talked to?,"a professor
professor", The professor was talked to.
GP-U-PE,the student who was found a scholarship talked to a professor.,Who was found a scholarship?,"the student who was found a scholarship
the student
student who was found a scholarship
student",The student was found a scholarship.
GP-U-A1,the student who was found a scholarship talked to a professor.,What did the student do?,"talked to a professor
talked", The student talked to the professor.
GP-A-PM,the teenager burned a cd smiled at the cheerleader.,Who was smiled at?,"the cheerleader
cheerleader",The cheerleader was smiled at.
GP-A-PE,the teenager burned a cd smiled at the cheerleader.,Who was burned a cd?,"the teenager burned a cd
the teenager
teenager burned a cd
teenager", The teenager burned a cd.
GP-A-A1,the teenager burned a cd smiled at the cheerleader.,What did the teenager do?,"smiled at the cheerleader
smiled", The teenager smiled at the cheerleader.
GP-A-AM,the teenager burned a cd smiled at the cheerleader.,Who smiled?,"the teenager burned a cd
the teenager
teenager burned a cd
teenager", The cheerleader smiled.
GP-U-AM,the teenager who was burned a cd smiled at the cheerleader.,Who smiled?,"the teenager who was burned a cd
the teenager
teenager who was burned a cd
teenager", The teenager smiled at the cheerleader.
GP-U-PM,the teenager who was burned a cd smiled at the cheerleader.,Who was smiled at?,"the cheerleader
cheerleader", The cheerleader was smiled at.
GP-U-PE,the teenager who was burned a cd smiled at the cheerleader.,Who was burned a cd?,"the teenager who was burned a cd
the teenager
teenager who was burned a cd
teenager", The teenager burned a cd.
GP-U-A1,the teenager who was burned a cd smiled at the cheerleader.,What did the teenager do?,"smiled at the cheerleader
smiled", The teenager smiled at the cheerleader.
GP-A-PM,the traveller booked the flight spotted a cab driver.,Who was spotted?,"a cab driver
cab driver",A cab driver was spotted.
GP-A-PE,the traveller booked the flight spotted a cab driver.,Who was booked the flight?,"the traveller booked the flight
the traveller
traveller booked the flight
traveller", The traveller booked the flight.
GP-A-A1,the traveller booked the flight spotted a cab driver.,What did the traveller do?,"spotted a cab driver
spotted", The traveller spotted a cab driver.
GP-A-AM,the traveller booked the flight spotted a cab driver.,Who spotted a cab driver?,"the traveller booked the flight
the traveller
traveller booked the flight
traveller", The traveller spotted a cab driver.
GP-U-AM,the traveller who was booked the flight spotted a cab driver.,Who spotted a cab driver?,"the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller", The traveller who was booked the flight spotted a cab driver.
GP-U-PM,the traveller who was booked the flight spotted a cab driver.,Who was spotted?,"a cab driver
cab driver", The cab driver was spotted.
GP-U-PE,the traveller who was booked the flight spotted a cab driver.,Who was booked the flight?,"the traveller who was booked the flight
the traveller
traveller who was booked the flight
traveller", The traveller was booked the flight.
GP-U-A1,the traveller who was booked the flight spotted a cab driver.,What did the traveller do?,"spotted a cab driver
spotted", The traveller spotted the cab driver.
GP-A-PM,the woman offered a free drink winked at the bartender.,Who was winked at?,"the bartender
bartender", The bartender was winked at.
GP-A-PE,the woman offered a free drink winked at the bartender.,Who was offered a free drink?,"the woman offered a free drink
the woman
woman offered a free drink
woman", The bartender was offered a free drink.
GP-A-A1,the woman offered a free drink winked at the bartender.,What did the woman do?,"winked at the bartender
winked", The woman winked at the bartender.
GP-A-AM,the woman offered a free drink winked at the bartender.,Who winked?,"the woman offered a free drink
the woman
woman offered a free drink
woman", The woman winked at the bartender.
GP-A-PM,the woman painted the portrait waved at the mayor.,Who was waved to?,"the mayor
mayor", The mayor was waved to.
GP-A-PE,the woman painted the portrait waved at the mayor.,Who was painted the portrait?,"the woman painted the portrait
the woman
woman painted the portrait
woman", The woman painted the portrait.
GP-A-A1,the woman painted the portrait waved at the mayor.,What did the woman do?,"waved at the mayor
waved", The woman waved at the mayor.
GP-A-AM,the woman painted the portrait waved at the mayor.,Who waved?,"the woman painted the portrait
the woman
woman painted the portrait
woman", The woman waved at the mayor.
GP-U-AM,the woman who was offered a free drink winked at the bartender.,Who winked?,"the woman who was offered a free drink
the woman
woman who was offered a free drink
woman", The woman winked at the bartender.
GP-U-PM,the woman who was offered a free drink winked at the bartender.,Who was winked at?,"the bartender
bartender", The bartender was winked at.
GP-U-PE,the woman who was offered a free drink winked at the bartender.,Who was offered a free drink?,"the woman who was offered a free drink
the woman
woman who was offered a free drink
woman", The woman was offered a free drink.
GP-U-A1,the woman who was offered a free drink winked at the bartender.,What did the woman do?,"winked at the bartender
winked", The woman winked at the bartender.
GP-U-AM,the woman who was painted the portrait waved at the mayor.,Who waved?,"the woman who was painted the portrait
the woman
woman who was painted the portrait
woman", The woman who was painted the portrait waved at the mayor.
GP-U-PM,the woman who was painted the portrait waved at the mayor.,Who was waved to?,"the mayor
mayor", The mayor was waved to.
GP-U-PE,the woman who was painted the portrait waved at the mayor.,Who was painted the portrait?,"the woman who was painted the portrait
the woman
woman who was painted the portrait
woman", The woman who was painted the portrait.
GP-U-A1,the woman who was painted the portrait waved at the mayor.,What did the woman do?,"waved at the mayor
waved", The woman waved at the mayor.
GP-A-A2,the babysitter purchased a gift card thanked the parents.,What did the babysitter get?,"purchased a gift card
a gift card
purchased a gift card
gift card",The babysitter purchased a gift card.
GP-A-A2,the boy sent an invitation hugged the tutor.,What did the boy get?,"an invitation
sent an invitation
an invitation", The boy got an invitation.
GP-A-A2,the boyfriend left a voicemail distrusted the girlfriend.,What did the boyfriend get?,"left a voicemail
a voicemail
left a voicemail
voicemail", The boyfriend received distrust from the girlfriend.
GP-A-A2,the brit served the first ace defeated the italian.,What did the brit get?,"served the first ace
served the first ace
the first ace
first ace", The Brit got an ace.
GP-A-A2,the chef presented the new knife greeted the audience.,What did the chef get?,"the new knife
the new knife
new knife
new knife
presented the new knife", The chef greeted the audience.
GP-A-A2,the child bought an ice cream cone smiled at the cashier.,What did the child get?,"bought an ice cream cone
an ice cream cone", The child got an ice cream cone.
GP-A-A2,the child read a story hugged the nanny.,What did the child get?,"read a story
read a story
a story
story", The child got a hug from the nanny.
GP-A-A2,the child saved a front row seat surprised the clown.,What did the child get?,"saved a front row seat
a front row seat
saved a front row seat
front row seat", The child got a surprised reaction from the clown.
GP-A-A2,the colonel granted leave phoned a travel agent.,What did the colonel get?,"granted leave
leave", The colonel phoned a travel agent.
GP-A-A2,the dispatcher handed a pink slip worried about the driver.,What did the dispatcher get?,"handed a pink slip
a pink slip
handed a pink slip
pink slip", The dispatcher got a pink slip.
GP-A-A2,the doctor delivered the donor organ assisted several surgeons.,What did the doctor get?,"delivered the donor organ
the donor organ
delivered the donor organ
donor organ", The doctor delivered the donor organ.
GP-A-A2,the general awarded the medal annoyed the soldier.,What did the general get?,"awarded the medal
the medal
awarded the medal
medal", The general awarded the soldier a medal.
GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,"passed a note
a note
passed a note
note", The girl got in trouble for tattling on her classmate.
GP-A-A2,the girl played a song photographed the tourist.,What did the girl get?,"played a song
a song
played a song
song", The girl photographed the tourist.
GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,"won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear", The girl got a stuffed bear.
GP-A-A2,the golfer cooked a special meal toasted the host.,What did the golfer get?,"cooked a special meal
a special meal
cooked a special meal
special meal", The golfer toasted the host.
GP-A-A2,the hobo cut a slice of cheese despised the beggar.,What did the hobo get?,"cut a slice of cheese
a slice of cheese
cut a slice of cheese
slice of cheese", The hobo got a slice of cheese.
GP-A-A2,the inspector paid a fee argued with the fireman.,What did the inspector get?,"paid a fee
a fee
paid a fee
fee", The inspector did not get anything; the inspector simply argued with the fireman.
GP-A-A2,the instructor submitted the plagiarized papers visited the dean.,What did the instructor get?,"submitted the plagiarized papers
the plagiarized papers
submitted the plagiarized papers
plagiarized papers",The instructor visited the dean.
GP-A-A2,the manager prepared the report praised the employees.,What did the manager get?,"prepared the report
the report
prepared the report
report",The manager praised the employees.
GP-A-A2,the millionaire sculpted a statue bragged to the banker.,What did the millionaire get?,"sculpted a statue
a statue
sculpted a statue
statue", The millionaire bragged to the banker.
GP-A-A2,the neighbour crocheted a blanket envied the mailman.,What did the neighbour get?,"crocheted a blanket
a blanket
crocheted a blanket
blanket", The neighbour got a crocheted blanket.
GP-A-A2,the old man awarded the prize embraced a friend.,What did the old get?,"awarded the prize
the prize
awarded the prize
prize", The old man embraced a friend.
GP-A-A2,the pack leader knitted a scarf thanked the boy scout.,What did the pack get?,"knitted a scarf
a scarf
knitted a scarf
scarf", The pack leader thanked the boy scout.
GP-A-A2,the player tossed the ball interfered with the other team.,What did the player get?,"tossed the ball
the ball
tossed the ball
ball", The player got in trouble/ a penalty for interfering with the other team.
GP-A-A2,the priest mailed a request telephoned the cardinal.,What did the priest get?,"mailed a request
a request
mailed a request
request", The priest telephoned the cardinal.
GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,"taught the policy
the policy
taught the policy
policy",The principal emailed the teacher.
GP-A-A2,the prisoner procured a weekend pass whispered to the guard.,What did the prisoner get?,"procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass",The prisoner got a weekend pass.
GP-A-A2,the reporter told the rumour yelled at the witness.,What did the reporter get?,"told the rumour
the rumour
told the rumour
rumour", The reporter got yelled at by the witness.
GP-A-A2,the scientist shipped critical supplies admired the tribesmen.,What did the scientist get?,"shipped critical supplies
critical supplies", The scientist got admiration from the tribesmen.
GP-A-A2,the secretary poured a beer chatted up the lawyer.,What did the secretary get?,"poured a beer
a beer
poured a beer
beer", The secretary got nothing.
GP-A-A2,the settlers built a log cabin thanked the neighbours.,What did the settlers get?,"built a log cabin
a log cabin
built a log cabin
log cabin", The settlers got thanked by the neighbours.
GP-A-A2,the spy served a dry martini watched the villain.,What did the spy get?,"served a dry martini
a dry martini
served a dry martini
dry martini", The spy got a dry martini.
GP-A-A2,the student baked a cake called the roommate.,What did the student get?,"baked a cake
a cake
baked a cake
cake", The student got a cake.
GP-A-A2,the student called a bad name knew the bus driver.,What did the student get?,"called a bad name
a bad name
called a bad name
bad name", The student got to know the bus driver.
GP-A-A2,the student found a scholarship talked to a professor.,What did the student get?,"found a scholarship
a scholarship
found a scholarship
scholarship", The student got advice from a professor.
GP-A-A2,the teenager burned a cd smiled at the cheerleader.,What did the teenager get?,"burned a cd
a cd
burned a cd
cd", The teenager smiled at the cheerleader.
GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,"booked the flight
the flight
booked the flight
flight", The traveller got a cab driver.
GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,"offered a free drink
a free drink
offered a free drink
free drink", The woman winked at the bartender.
GP-A-A2,the woman painted the portrait waved at the mayor.,What did the woman get?,"painted the portrait
the portrait
painted the portrait
portrait", The woman waved at the mayor.
GP-U-A2,the babysitter who was purchased a gift card thanked the parents.,What did the babysitter get?,"purchased a gift card
a gift card
purchased a gift card
gift card", The babysitter got a gift card.
GP-U-A2,the boy who was sent an invitation hugged the tutor.,What did the boy get?,"an invitation
sent an invitation
an invitation", The boy got a hug from the tutor.
GP-U-A2,the boyfriend who was left a voicemail distrusted the girlfriend.,What did the boyfriend get?,"left a voicemail
a voicemail
left a voicemail
voicemail",The boyfriend got a feeling of distrust towards the girlfriend.
GP-U-A2,the brit who was served the first ace defeated the italian.,What did the brit get?,"served the first ace
served the first ace
the first ace
first ace", The brit got the first ace.
GP-U-A2,the chef who was presented the new knife greeted the audience.,What did the chef get?,"the new knife
the new knife
new knife
new knife
presented the new knife", The chef got a new knife.
GP-U-A2,the child who was bought an ice cream cone smiled at the cashier.,What did the child get?,"bought an ice cream cone
an ice cream cone", The child got an ice cream cone.
GP-U-A2,the child who was read a story hugged the nanny.,What did the child get?,"read a story
read a story
a story
story", The child got the comfort and reassurance of the hug from the nanny.
GP-U-A2,the child who was saved a front row seat surprised the clown.,What did the child get?,"saved a front row seat
a front row seat
saved a front row seat
front row seat",The child got a front row seat.
GP-U-A2,the colonel who was granted leave phoned a travel agent.,What did the colonel get?,"granted leave
leave","The colonel got permission to take a vacation, and he phoned a travel agent to make arrangements for a trip."
GP-U-A2,the dispatcher who was handed a pink slip worried about the driver.,What did the dispatcher get?,"handed a pink slip
a pink slip
handed a pink slip
pink slip", The dispatcher got a pink slip.
GP-U-A2,the doctor who was delivered the donor organ assisted several surgeons.,What did the doctor get?,"delivered the donor organ
the donor organ
delivered the donor organ
donor organ", The doctor got a donor organ.
GP-U-A2,the general who was awarded the medal annoyed the soldier.,What did the general get?,"awarded the medal
the medal
awarded the medal
medal", The general got a medal.
GP-U-A2,the girl who was passed a note tattled on the classmate.,What did the girl get?,"passed a note
a note
passed a note
note", The girl got tattled on by the classmate.
GP-U-A2,the girl who was played a song photographed the tourist.,What did the girl get?,"played a song
a song
played a song
song", The girl photographed the tourist.
GP-U-A2,the girl who was won a stuffed bear ignored the carnival worker.,What did the girl get?,"won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear", The girl got a stuffed bear.
GP-U-A2,the golfer who was cooked a special meal toasted the host.,What did the golfer get?,"cooked a special meal
a special meal
cooked a special meal
special meal", The golfer got a special meal.
GP-U-A2,the hobo who was cut a slice of cheese despised the beggar.,What did the hobo get?,"cut a slice of cheese
a slice of cheese
cut a slice of cheese
slice of cheese",The hobo got a slice of cheese.
GP-U-A2,the inspector who was paid a fee argued with the fireman.,What did the inspector get?,"paid a fee
a fee
paid a fee
fee", The inspector got a fee.
GP-U-A2,the instructor who was submitted the plagiarized papers visited the dean.,What did the instructor get?,"submitted the plagiarized papers
the plagiarized papers
submitted the plagiarized papers
plagiarized papers", The instructor received reprimand from the dean.
GP-U-A2,the manager who was prepared the report praised the employees.,What did the manager get?,"prepared the report
the report
prepared the report
report", The manager praised the employees.
GP-U-A2,the millionaire who was sculpted a statue bragged to the banker.,What did the millionaire get?,"sculpted a statue
a statue
sculpted a statue
statue", The millionaire received bragging rights from the banker.
GP-U-A2,the neighbour who was crocheted a blanket envied the mailman.,What did the neighbour get?,"crocheted a blanket
a blanket
crocheted a blanket
blanket", The neighbour got the envy of the mailman.
GP-U-A2,the old man who was awarded the prize embraced a friend.,What did the old get?,"awarded the prize
the prize
awarded the prize
prize", The old man received a prize.
GP-U-A2,the pack leader who was knitted a scarf thanked the boy scout.,What did the pack get?,"knitted a scarf
a scarf
knitted a scarf
scarf",The pack leader thanked the boy scout.
GP-U-A2,the player who was tossed the ball interfered with the other team.,What did the player get?,"tossed the ball
the ball
tossed the ball
ball", The player got a penalty.
GP-U-A2,the priest who was mailed a request telephoned the cardinal.,What did the priest get?,"mailed a request
a request
mailed a request
request", The priest got a telephone call from the cardinal.
GP-U-A2,the principal who was taught the policy emailed the teacher.,What did the principal get?,"taught the policy
the policy
taught the policy
policy", The principal emailed the teacher.
GP-U-A2,the prisoner who was procured a weekend pass whispered to the guard.,What did the prisoner get?,"procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass", The prisoner got a weekend pass.
GP-U-A2,the reporter who was told the rumour yelled at the witness.,What did the reporter get?,"told the rumour
the rumour
told the rumour
rumour", The reporter got yelled at by the witness.
GP-U-A2,the scientist who was shipped critical supplies admired the tribesmen.,What did the scientist get?,"shipped critical supplies
critical supplies", The scientist admired the tribesmen.
GP-U-A2,the secretary who was poured a beer chatted up the lawyer.,What did the secretary get?,"poured a beer
a beer
poured a beer
beer", The secretary got a beer.
GP-U-A2,the settlers who were built a log cabin thanked the neighbours.,What did the settlers get?,"built a log cabin
a log cabin
built a log cabin
log cabin", The settlers got thanks from the neighbours.
GP-U-A2,the spy who was served a dry martini watched the villain.,What did the spy get?,"served a dry martini
a dry martini
served a dry martini
dry martini", The spy got a dry martini.
GP-U-A2,the student who was baked a cake called the roommate.,What did the student get?,"baked a cake
a cake
baked a cake
cake",The student got the roommate to call.
